tile_id,ssim,psnr,lpips,niqe,mse,composite_score
photography_fuji_00077_00_0.04s_tile_0020,0.9739787717249246,43.04531478881836,0.0458191335201263,5.327292346102604,4.959848229191266e-05,0.9644623359422273
photography_fuji_00001_00_0.1s_tile_0002,0.9585725559759674,42.22262954711914,0.023434292525053,4.9379245189648255,5.994285311317071e-05,0.9635110873578293
photography_fuji_00077_00_0.04s_tile_0000,0.967113199202517,41.31011962890625,0.0136640481650829,4.826027380746062,7.395849388558418e-05,0.9624913146108733
